ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,annual_departure_count,median_monthly_dep_cnt,mean_monthly_dep_cnt,airline_count,median_dep_delay,mean_dep_delay,annual_cancellations,pct_flts_cx
12492,JHM,"Kapalua, HI",HI,1281,108,107,1,-6,-3,129,10.07
12511,JLN,"Joplin, MO",MO,1333,125,111,3,-4,13,53,3.98
12519,JMS,"Jamestown, ND",ND,924,76,77,1,-9,21,65,7.03
12523,JNU,"Juneau, AK",AK,4441,349,370,2,-7,-0,74,1.67
12544,USA,"Concord, NC",NC,1356,119,113,1,-2,14,15,1.11
12758,KOA,"Kona, HI",HI,15435,1252,1286,6,-6,0,44,0.29
12819,KTN,"Ketchikan, AK",AK,2352,176,196,2,-8,-1,31,1.32
12884,LAN,"Lansing, MI",MI,3916,330,326,9,-4,14,128,3.27
12888,LAR,"Laramie, WY",WY,590,48,49,1,-6,17,35,5.93
12889,LAS,"Las Vegas, NV",NV,166380,14002,13865,14,-1,11,2116,1.27
12891,LAW,"Lawton/Fort Sill, OK",OK,1287,108,107,2,-5,8,48,3.73
12892,LAX,"Los Angeles, CA",CA,245942,20554,20495,13,-2,10,2999,1.22
12896,LBB,"Lubbock, TX",TX,7294,605,608,7,-4,9,255,3.5
12898,LBE,"Latrobe, PA",PA,1087,88,91,1,-7,4,32,2.94
12899,LBF,"North Platte, NE",NE,598,51,50,1,-8,5,27,4.52
12902,LBL,"Liberal, KS",KS,607,52,51,1,-8,12,18,2.97
12915,LCH,"Lake Charles, LA",LA,1926,164,160,3,-7,5,51,2.65
12917,LCK,"Columbus, OH",OH,1030,76,86,1,0,17,5,0.49
12945,LEX,"Lexington, KY",KY,12238,1045,1020,13,-5,9,243,1.99
12951,LFT,"Lafayette, LA",LA,5088,425,424,8,-5,9,141,2.77
12953,LGA,"New York, NY",NY,166987,13991,13916,16,-2,15,4960,2.97
12954,LGB,"Long Beach, CA",CA,15943,1355,1329,7,-3,6,81,0.51
12982,LIH,"Lihue, HI",HI,14019,1176,1168,6,-5,3,44,0.31
12992,LIT,"Little Rock, AR",AR,14973,1264,1248,14,-3,10,271,1.81
13029,LNK,"Lincoln, NE",NE,3649,306,304,7,-5,14,108,2.96
13034,LNY,"Lanai, HI",HI,1897,159,158,1,-6,4,15,0.79
13061,LRD,"Laredo, TX",TX,2626,221,219,4,-8,8,48,1.83
13076,LSE,"La Crosse, WI",WI,2123,178,177,2,-4,12,76,3.58
13121,LWB,"Lewisburg, WV",WV,630,51,52,1,-8,18,35,5.56
13127,LWS,"Lewiston, ID",ID,989,87,82,1,-6,1,1,0.1
13139,LYH,"Lynchburg, VA",VA,2139,174,178,2,-6,3,62,2.9
13158,MAF,"Midland/Odessa, TX",TX,9710,818,809,10,-5,8,265,2.73
13184,MBS,"Saginaw/Bay City/Midland, MI",MI,2906,244,242,3,-6,8,74,2.55
13198,MCI,"Kansas City, MO",MO,54836,4658,4570,20,-2,8,1146,2.09
13204,MCO,"Orlando, FL",FL,140757,11902,11730,12,-2,14,2371,1.68
13230,MDT,"Harrisburg, PA",PA,11242,960,937,17,-5,10,246,2.19
13232,MDW,"Chicago, IL",IL,80960,6884,6747,5,2,14,3264,4.03
13241,MEI,"Meridian, MS",MS,945,84,79,1,-3,29,30,3.17
13244,MEM,"Memphis, TN",TN,27077,2298,2256,17,-3,11,585,2.16
13256,MFE,"Mission/McAllen/Edinburg, TX",TX,5454,460,454,8,-6,8,140,2.57
13264,MFR,"Medford, OR",OR,8872,756,739,7,-4,10,150,1.69
13277,MGM,"Montgomery, AL",AL,4623,383,385,6,-3,11,64,1.38
13290,MHK,"Manhattan/Ft. Riley, KS",KS,1912,167,159,3,-5,12,71,3.71
13296,MHT,"Manchester, NH",NH,10827,933,902,13,-5,7,260,2.4
13303,MIA,"Miami, FL",FL,88198,7193,7350,9,-2,11,1023,1.16
13342,MKE,"Milwaukee, WI",WI,34360,2913,2863,20,-2,10,824,2.4
13344,MKG,"Muskegon, MI",MI,686,59,57,1,-9,12,41,5.98
13347,MKK,"Hoolehua, HI",HI,1094,92,91,1,0,9,5,0.46
13360,MLB,"Melbourne, FL",FL,2589,216,216,5,-5,6,38,1.47
13367,MLI,"Moline, IL",IL,6553,552,546,9,-4,12,214,3.27
13377,MLU,"Monroe, LA",LA,2884,242,240,4,-4,12,54,1.87
13388,MMH,"Mammoth Lakes, CA",CA,451,28,38,1,-2,31,117,25.94
13422,MOB,"Mobile, AL",AL,6614,550,551,8,-4,10,168,2.54
13433,MOT,"Minot, ND",ND,2840,240,237,4,-4,11,64,2.25
13459,MQT,"Marquette, MI",MI,1365,116,114,2,-3,26,47,3.44
13476,MRY,"Monterey, CA",CA,4745,410,395,5,-5,10,101,2.13
13485,MSN,"Madison, WI",WI,15826,1336,1319,16,-4,12,431,2.72
13486,MSO,"Missoula, MT",MT,5828,446,486,10,-3,8,58,1
13487,MSP,"Minneapolis, MN",MN,160207,13492,13351,17,-2,10,1685,1.05
13495,MSY,"New Orleans, LA",LA,57269,4764,4772,17,-1,11,1086,1.9
13502,MTJ,"Montrose/Delta, CO",CO,2890,273,241,11,-7,14,76,2.63
13541,MVY,"Martha's Vineyard, MA",MA,544,70,91,3,-3,17,8,1.47
13577,MYR,"Myrtle Beach, SC",SC,11832,946,986,14,-4,11,263,2.22
13795,OAJ,"Jacksonville/Camp Lejeune, NC",NC,3375,290,281,3,-4,9,66,1.96
13796,OAK,"Oakland, CA",CA,52649,4422,4387,12,0,9,1056,2.01
13829,OGD,"Ogden, UT",UT,104,9,9,1,7,23,1,0.96
13830,OGG,"Kahului, HI",HI,27214,2273,2268,6,-3,4,112,0.41
13832,OGS,"Ogdensburg, NY",NY,503,52,42,2,-5,23,26,5.17
13851,OKC,"Oklahoma City, OK",OK,25463,2158,2122,18,-3,10,498,1.96
13871,OMA,"Omaha, NE",NE,26936,2267,2245,18,-3,9,513,1.9
13873,OME,"Nome, AK",AK,692,60,58,1,-12,-8,30,4.34
13891,ONT,"Ontario, CA",CA,22838,1941,1903,10,-2,8,340,1.49
13930,ORD,"Chicago, IL",IL,388657,33073,32388,17,-2,15,12919,3.32
13931,ORF,"Norfolk, VA",VA,26403,2187,2200,17,-4,12,699,2.65
13933,ORH,"Worcester, MA",MA,1660,144,138,3,-4,17,78,4.7
13964,OTH,"North Bend/Coos Bay, OR",OR,361,30,30,1,-2,34,22,6.09
13970,OTZ,"Kotzebue, AK",AK,694,60,58,1,-10,-4,26,3.75
13983,OWB,"Owensboro, KY",KY,101,9,9,1,-1,15,1,0.99
14004,PAE,"Everett, WA",WA,6915,716,692,2,-4,5,96,1.39
14006,PAH,"Paducah, KY",KY,1225,107,102,1,-9,17,70,5.71
14025,PBG,"Plattsburgh, NY",NY,1335,109,111,3,-5,15,25,1.87
14027,PBI,"West Palm Beach/Palm Beach, FL",FL,25693,2130,2141,14,-3,14,404,1.57
14057,PDX,"Portland, OR",OR,85944,7132,7162,12,-3,4,716,0.83
14082,PGD,"Punta Gorda, FL",FL,5336,434,445,1,-5,5,19,0.36
14092,PGV,"Greenville, NC",NC,1483,122,124,2,-5,9,62,4.18
14098,PHF,"Newport News/Williamsburg, VA",VA,3915,330,326,4,-5,8,84,2.15
14100,PHL,"Philadelphia, PA",PA,153109,12724,12759,19,-4,9,3794,2.48
14107,PHX,"Phoenix, AZ",AZ,176069,14690,14672,13,-1,10,2367,1.34
14108,PIA,"Peoria, IL",IL,5825,490,485,9,-4,13,163,2.8
14109,PIB,"Hattiesburg/Laurel, MS",MS,689,57,57,1,-7,14,20,2.9
14112,PIE,"St. Petersburg, FL",FL,7694,630,641,1,-6,3,31,0.4
14113,PIH,"Pocatello, ID",ID,1090,92,91,1,-7,0,0,0
14120,PIR,"Pierre, SD",SD,629,69,70,1,-7,14,28,4.45
14122,PIT,"Pittsburgh, PA",PA,49852,4209,4154,21,-4,9,912,1.83
14150,PLN,"Pellston, MI",MI,1054,80,88,1,-3,21,33,3.13
14193,PNS,"Pensacola, FL",FL,12631,1043,1053,12,-4,9,234,1.85
14222,PPG,"Pago Pago, TT",TT,120,9,10,1,3,18,0,0
14231,PQI,"Presque Isle/Houlton, ME",ME,565,50,47,1,-3,34,64,11.33
14237,PRC,"Prescott, AZ",AZ,725,61,60,1,-3,14,12,1.66
14252,PSC,"Pasco/Kennewick/Richland, WA",WA,6921,589,577,6,-4,8,124,1.79
14254,PSE,"Ponce, PR",PR,815,66,68,1,-6,15,10,1.23
14256,PSG,"Petersburg, AK",AK,707,60,59,1,-8,-1,17,2.4
14259,PSM,"Portsmouth, NH",NH,422,34,35,2,-1,13,3,0.71
14262,PSP,"Palm Springs, CA",CA,12189,1016,1016,11,-4,10,219,1.8
14288,PUB,"Pueblo, CO",CO,897,77,75,1,-8,8,40,4.46
14303,PUW,"Pullman, WA",WA,1280,118,107,1,-1,7,80,6.25
14307,PVD,"Providence, RI",RI,19400,1652,1617,19,-3,11,459,2.37
14314,PVU,"Provo, UT",UT,726,62,60,1,-1,17,5,0.69
14321,PWM,"Portland, ME",ME,14233,1142,1186,18,-4,13,429,3.01
14457,RAP,"Rapid City, SD",SD,6103,478,509,12,-3,17,212,3.47
14487,RDD,"Redding, CA",CA,1332,118,111,1,-6,16,59,4.43
14489,RDM,"Bend/Redmond, OR",OR,8710,717,726,6,-4,11,229,2.63
14492,RDU,"Raleigh/Durham, NC",NC,69164,5820,5764,20,-2,13,1154,1.67
14512,RFD,"Rockford, IL",IL,745,61,62,1,-4,10,4,0.54
14520,RHI,"Rhinelander, WI",WI,791,61,66,1,-5,12,15,1.9
14524,RIC,"Richmond, VA",VA,28572,2426,2381,19,-3,12,604,2.11
14543,RKS,"Rock Springs, WY",WY,710,60,59,1,-6,5,25,3.52
14570,RNO,"Reno, NV",NV,23265,1972,1939,12,-3,7,337,1.45
14574,ROA,"Roanoke, VA",VA,7238,612,603,13,-5,12,208,2.87
14576,ROC,"Rochester, NY",NY,18313,1542,1526,18,-4,12,630,3.44
14588,ROW,"Roswell, NM",NM,1362,114,114,2,-8,4,23,1.69
14633,RST,"Rochester, MN",MN,4051,348,338,5,-4,14,188,4.64
14635,RSW,"Fort Myers, FL",FL,34070,2760,2839,13,-3,11,411,1.21
14674,SAF,"Santa Fe, NM",NM,2784,236,232,4,-7,12,63,2.26
14679,SAN,"San Diego, CA",CA,97687,8136,8141,13,-2,8,1575,1.61
14683,SAT,"San Antonio, TX",TX,41830,3511,3486,16,-3,8,595,1.42
14685,SAV,"Savannah, GA",GA,18433,1582,1536,16,-3,12,383,2.08
14689,SBA,"Santa Barbara, CA",CA,7651,638,638,9,-5,11,172,2.25
14696,SBN,"South Bend, IN",IN,7549,638,629,11,-3,14,152,2.01
14698,SBP,"San Luis Obispo, CA",CA,5457,458,455,4,-5,14,121,2.22
14704,SBY,"Salisbury, MD",MD,1902,164,158,1,-8,4,16,0.84
14709,SCC,"Deadhorse, AK",AK,970,81,81,1,-12,-7,18,1.86
14711,SCE,"State College, PA",PA,4978,424,415,7,-7,9,176,3.54
14716,SCK,"Stockton, CA",CA,1032,70,86,2,0,14,3,0.29
14730,SDF,"Louisville, KY",KY,27832,2353,2319,18,-3,12,502,1.8
14747,SEA,"Seattle, WA",WA,190897,16047,15908,13,-2,8,2087,1.09
14761,SFB,"Sanford, FL",FL,10670,886,889,1,-3,7,85,0.8
14771,SFO,"San Francisco, CA",CA,172135,14324,14345,11,-2,13,4071,2.37
14783,SGF,"Springfield, MO",MO,10888,928,907,8,-3,16,257,2.36
14794,SGU,"St. George, UT",UT,2582,316,287,2,-4,8,19,0.74
14802,SHD,"Staunton, VA",VA,687,56,57,1,-5,24,21,3.06
14814,SHV,"Shreveport, LA",LA,6925,592,577,7,-4,11,170,2.45
14828,SIT,"Sitka, AK",AK,1330,88,111,2,-9,-1,15,1.13
14831,SJC,"San Jose, CA",CA,69524,5815,5794,12,-2,6,1214,1.75
14842,SJT,"San Angelo, TX",TX,1843,163,154,1,-6,4,38,2.06
14843,SJU,"San Juan, PR",PR,26594,2256,2216,8,-2,14,234,0.88
14869,SLC,"Salt Lake City, UT",UT,120372,10094,10031,14,-2,8,513,0.43
14877,SLN,"Salina, KS",KS,904,75,75,1,-8,23,34,3.76
14893,SMF,"Sacramento, CA",CA,56499,4788,4708,14,-2,7,782,1.38
14905,SMX,"Santa Maria, CA",CA,193,17,16,1,-3,9,0,0
14908,SNA,"Santa Ana, CA",CA,43958,3687,3663,9,-2,7,563,1.28
14952,SPI,"Springfield, IL",IL,1733,148,144,3,-5,13,65,3.75
14955,SPN,"Saipan, TT",TT,471,40,39,1,-9,-1,2,0.42
14960,SPS,"Wichita Falls, TX",TX,1202,104,100,1,-5,7,56,4.66
14986,SRQ,"Sarasota/Bradenton, FL",FL,8416,672,701,13,-4,11,82,0.97
15008,STC,"St. Cloud, MN",MN,130,9,12,1,-2,21,6,4.62
15016,STL,"St. Louis, MO",MO,74013,6282,6168,19,-1,12,1688,2.28
15023,STS,"Santa Rosa, CA",CA,4062,347,338,5,-4,7,153,3.77
15024,STT,"Charlotte Amalie, VI",VI,3732,335,311,5,-4,8,21,0.56
15027,STX,"Christiansted, VI",VI,889,77,74,4,-6,2,5,0.56
15041,SUN,"Sun Valley/Hailey/Ketchum, ID",ID,1596,120,133,2,-4,10,225,14.1
15048,SUX,"Sioux City, IA",IA,1290,108,108,1,-2,16,55,4.26
15070,SWF,"Newburgh/Poughkeepsie, NY",NY,2792,240,233,4,-5,16,96,3.44
15074,SWO,"Stillwater, OK",OK,841,71,70,1,-6,5,37,4.4
15096,SYR,"Syracuse, NY",NY,17191,1449,1433,17,-5,11,589,3.43
15249,TLH,"Tallahassee, FL",FL,6465,546,539,7,-4,6,110,1.7
15295,TOL,"Toledo, OH",OH,2050,176,171,4,-5,9,71,3.46
15304,TPA,"Tampa, FL",FL,76237,6286,6353,12,-2,11,1047,1.37
15323,TRI,"Bristol/Johnson City/Kingsport, TN",TN,4300,360,358,7,-4,7,59,1.37
15356,TTN,"Trenton, NJ",NJ,2935,264,245,1,-4,16,75,2.56
15370,TUL,"Tulsa, OK",OK,18139,1506,1512,17,-3,9,354,1.95
15376,TUS,"Tucson, AZ",AZ,19591,1632,1633,14,-3,8,279,1.42
15380,TVC,"Traverse City, MI",MI,5480,410,457,13,-4,16,197,3.59
15389,TWF,"Twin Falls, ID",ID,1232,89,103,1,-5,10,2,0.16
15401,TXK,"Texarkana, AR",AR,1200,106,100,1,-6,4,42,3.5
15411,TYR,"Tyler, TX",TX,1512,122,126,2,-5,7,56,3.7
15412,TYS,"Knoxville, TN",TN,20813,1762,1734,16,-5,10,378,1.82
15454,UIN,"Quincy, IL",IL,585,50,49,1,-6,20,46,7.86
15582,VEL,"Vernal, UT",UT,585,50,49,1,-9,11,41,7.01
15607,VLD,"Valdosta, GA",GA,1033,86,86,2,-2,9,2,0.19
15624,VPS,"Valparaiso, FL",FL,8693,676,724,12,-4,9,137,1.58
15841,WRG,"Wrangell, AK",AK,710,60,59,1,-11,-2,14,1.97
15897,WYS,"West Yellowstone, MT",MT,264,49,44,1,-6,13,0,0
15919,XNA,"Fayetteville, AR",AR,15382,1321,1282,15,-4,11,328,2.13
15991,YAK,"Yakutat, AK",AK,701,59,58,1,-12,-6,21,3
16101,YKM,"Yakima, WA",WA,1215,100,101,1,-2,7,37,3.05
16218,YUM,"Yuma, AZ",AZ,1911,159,159,2,-6,5,8,0.42
16869,XWA,"Williston, ND",ND,403,140,134,2,0,38,15,3.72
